work_id,author_id,author_name,author_position,institutions
WOS:000483011800001,,"Xue, X.",4,"Eindhoven Univ Technol, Inst Photon Integrat, Eindhoven, Netherlands."
WOS:000483011800001,,"Pan, B.",5,"Eindhoven Univ Technol, Inst Photon Integrat, Eindhoven, Netherlands."
WOS:000483011800001,,"Stabile, R.",6,"Eindhoven Univ Technol, Inst Photon Integrat, Eindhoven, Netherlands."
WOS:001425865300040,,"Sadot, D.",1,"Ben Gurion Univ Negev, IL-84105 Beer Sheva, Israel."
WOS:001425865300040,,"Attia, I.",2,"Ben Gurion Univ Negev, IL-84105 Beer Sheva, Israel."
WOS:001425865300040,,"Balasiano, O.",3,"CyberRidge Ltd, Azrieli Sarona Tower, IL-6652612 Tel Aviv, Israel."
WOS:001425865300040,,"Jonas, I.",4,"Ben Gurion Univ Negev, IL-84105 Beer Sheva, Israel."
WOS:001425865300040,,"Yalinevich, Y.",5,"Ben Gurion Univ Negev, IL-84105 Beer Sheva, Israel."
WOS:001425865300040,,"Alin, G.",6,"CyberRidge Ltd, Azrieli Sarona Tower, IL-6652612 Tel Aviv, Israel."
WOS:001425865300040,,"Keller, E.",7,"CyberRidge Ltd, Azrieli Sarona Tower, IL-6652612 Tel Aviv, Israel."
WOS:001425865300040,,"Shalom, H.",8,"CyberRidge Ltd, Azrieli Sarona Tower, IL-6652612 Tel Aviv, Israel."
WOS:001425865300040,,"Wohlgemuth, E.",9,"CyberRidge Ltd, Azrieli Sarona Tower, IL-6652612 Tel Aviv, Israel."
WOS:000874282900008,,"Doskolovich, L.",1,"Samara Natl Res Univ, 34 Moskovskoe Shosse, Samara 443086, Russia."
WOS:000874282900008,,"Kashapov, A.",2,"Samara Natl Res Univ, 34 Moskovskoe Shosse, Samara 443086, Russia."
WOS:000874282900008,,"Bezus, E.",3,"Samara Natl Res Univ, 34 Moskovskoe Shosse, Samara 443086, Russia."
WOS:000874282900008,,"Bykov, D.",4,"Samara Natl Res Univ, 34 Moskovskoe Shosse, Samara 443086, Russia."
WOS:001264803100005,,"Dong, T.",1,Tsinghua University
WOS:001264803100005,,"Dai, T.",2,Peking University
WOS:001264803100005,,"Chen, Y.",3,Peking University
WOS:001264803100005,,"Liu, Y.",4,Tsinghua University
WOS:001264803100005,,"Liu, H.",5,"Beihang Univ, Beijing Adv Innovat Ctr Big Data & Brain Comp, Beijing 100191, Peoples R China."
WOS:001264803100005,,"Wang, Y.",6,Tsinghua University
WOS:001264803100005,,"Ma, A.",7,Peking University
WOS:001264803100005,,"Hu, H.",8,"Natl Ctr Nanosci & Technol, Nanofabricat Lab, Beijing 100190, Peoples R China."
WOS:001264803100005,,"Xu, L.",9,"Natl Ctr Nanosci & Technol, Nanofabricat Lab, Beijing 100190, Peoples R China."
WOS:001264803100005,,"Zhao, L.",10,"Natl Ctr Nanosci & Technol, Nanofabricat Lab, Beijing 100190, Peoples R China."
WOS:001264803100005,,"Chu, W.",11,"Natl Ctr Nanosci & Technol, Nanofabricat Lab, Beijing 100190, Peoples R China."
WOS:001264803100005,,"Peng, C.",12,Peking University
WOS:001264803100005,,"Wang, J.",13,Peking University
WOS:001264803100005,,"Li, Y.",14,Tsinghua University
WOS:001516470900001,,"Baek, K.",1,"Hanyang Univ, Dept Mech Engn, Seoul 04763, South Korea."
WOS:001516470900001,,"Kim, M.",2,"Hanyang Univ, Dept Mech Engn, Seoul 04763, South Korea."
WOS:001516470900001,,"Kim, H.",3,"Hanyang Univ, Dept Mech Engn, Seoul 04763, South Korea."
WOS:001516470900001,,"Ahn, J.",4,"Hanyang Univ, Dept Mat Sci & Engn, Seoul 04763, South Korea."
WOS:001516470900001,,"So, H.",5,"Hanyang Univ, Inst Nano Sci & Technol, Seoul 04763, South Korea."
WOS:000447733400001,,"Dyakonov, I.",1,"Moscow MV Lomonosov State Univ, Quantum Technol Ctr, Leninskie Gory 1, Moscow 119991, Russia."
WOS:000447733400001,,"Pogorelov, I.",2,"Moscow MV Lomonosov State Univ, Quantum Technol Ctr, Leninskie Gory 1, Moscow 119991, Russia."
WOS:000447733400001,,"Bobrov, I.",3,"Moscow MV Lomonosov State Univ, Quantum Technol Ctr, Leninskie Gory 1, Moscow 119991, Russia."
WOS:000447733400001,,"Kalinkin, A.",4,"Moscow MV Lomonosov State Univ, Quantum Technol Ctr, Leninskie Gory 1, Moscow 119991, Russia."
WOS:000447733400001,,"Straupe, S.",5,"Moscow MV Lomonosov State Univ, Quantum Technol Ctr, Leninskie Gory 1, Moscow 119991, Russia."
WOS:000447733400001,,"Kulik, S.",6,"Moscow MV Lomonosov State Univ, Quantum Technol Ctr, Leninskie Gory 1, Moscow 119991, Russia."
WOS:000447733400001,,"Dyakonov, P.",7,"Moscow MV Lomonosov State Univ, Skobeltsyn Inst Nucl Phys, Leninskie Gory 1, Moscow 119991, Russia."
WOS:000447733400001,,"Evlashin, S.",8,"Skolkovo Inst Sci & Technol, Ctr Design Mfg & Mat, 3 Nobel St, Moscow 143026, Russia."
WOS:000702060000097,,"Zhang, J.",1,"Harbin Inst Technol, Res Ctr Space Opt Engn, Harbin 150001, Heilongjiang, Peoples R China."
WOS:000702060000097,,"Chen, S.",2,"Harbin Inst Technol, Res Ctr Space Opt Engn, Harbin 150001, Heilongjiang, Peoples R China."
WOS:000702060000097,,"Wang, D.",3,"Harbin Inst Technol, Res Ctr Space Opt Engn, Harbin 150001, Heilongjiang, Peoples R China."
WOS:000702060000097,,"Li, X.",4,"Harbin Inst Technol, Res Ctr Space Opt Engn, Harbin 150001, Heilongjiang, Peoples R China."
WOS:000702060000097,,"Yu, J.",5,"Harbin Inst Technol, Res Ctr Space Opt Engn, Harbin 150001, Heilongjiang, Peoples R China."
WOS:000702060000097,,"Fan, Z.",6,"Harbin Inst Technol, Res Ctr Space Opt Engn, Harbin 150001, Heilongjiang, Peoples R China."
WOS:000702060000097,,"Huang, F.",7,"Fuzhou Univ, Sch Mech Engn & Automat, Fuzhou 350108, Peoples R China."
WOS:000671015900286,,"Shen, X.",1,"Hengtong Rockley Technol Co Ltd, Hengtong Rd 88, Suzhou 215200, Jiangsu, Peoples R China."
WOS:000671015900286,,"Chen, B.",2,"Hengtong Rockley Technol Co Ltd, Hengtong Rd 88, Suzhou 215200, Jiangsu, Peoples R China."
WOS:000671015900286,,"Zhu, Y.",3,"Hengtong Rockley Technol Co Ltd, Hengtong Rd 88, Suzhou 215200, Jiangsu, Peoples R China."
WOS:000671015900286,,"Shi, W.",4,"Hengtong Rockley Technol Co Ltd, Hengtong Rd 88, Suzhou 215200, Jiangsu, Peoples R China."
WOS:000370815300012,,"Seok, T.",1,"Univ Calif Berkeley, Dept Elect Engn & Comp Sci, Berkeley, CA 94720 USA."
WOS:000370815300012,,"Quack, N.",2,"Ecole Polytech Fed Lausanne, CH-1015 Lausanne, Switzerland."
WOS:000370815300012,,"Han, S.",3,"Univ Calif Berkeley, Dept Elect Engn & Comp Sci, Berkeley, CA 94720 USA."
WOS:000370815300012,,"Muller, R.",4,"Univ Calif Berkeley, Dept Elect Engn & Comp Sci, Berkeley, CA 94720 USA."
WOS:000370815300012,,"Wu, M.",5,"Univ Calif Berkeley, Dept Elect Engn & Comp Sci, Berkeley, CA 94720 USA."
WOS:000423092900009,,"Singh, S.",1,"Punjabi Univ, Dept Elect & Commun Engn, Patiala 147002, Punjab, India."
WOS:000423092900009,,"Kaur, R.",2,"Punjabi Univ, Dept Elect & Commun Engn, Patiala 147002, Punjab, India."
WOS:000423092900009,,"Kaler, R.",3,"Punjabi Univ, Dept Elect & Commun Engn, Patiala 147002, Punjab, India."
WOS:000482226301289,,"Janosik, N.",1,"Columbia Univ, Dept Elect Engn, New York, NY 10027 USA."
WOS:000482226301289,,"Cheng, Q.",2,"Columbia Univ, Dept Elect Engn, New York, NY 10027 USA."
WOS:000482226301289,,"Glick, M.",3,"Columbia Univ, Dept Elect Engn, New York, NY 10027 USA."
WOS:000482226301289,,"Huang, Y.",4,"Columbia Univ, Dept Elect Engn, New York, NY 10027 USA."
WOS:000482226301289,,"Bergman, K.",5,"Columbia Univ, Dept Elect Engn, New York, NY 10027 USA."
WOS:000406608600009,,"Ozdemir, T.",1,"Bilkent Univ, UNAM Inst Mat Sci & Nanotechnol, TR-06800 Ankara, Turkey."
WOS:000406608600009,,"Lu, Y.",2,"Nankai Univ, Coll Chem & Nano Sci, Res Ctr Analyt Sci, 94 Weijin Rd, Tianjin 300071, Peoples R China."
WOS:000406608600009,,"Kolemen, S.",3,"Bilkent Univ, UNAM Inst Mat Sci & Nanotechnol, TR-06800 Ankara, Turkey."
WOS:000406608600009,,"Tanriverdi-Ecik, E.",4,"Gebze Tech Univ, Dept Chem, TR-41400 Kocaeli, Turkey."
WOS:000406608600009,,"Akkaya, E.",5,"Bilkent Univ, Dept Chem, TR-06800 Ankara, Turkey."
WOS:001431608100008,,"Gourikutty, S.",1,"ASTAR, Inst Microelect, 2 Fusionopolis Way,08-02 Innovis, Singapore 138634, Singapore."
WOS:001431608100008,,"Jong, M.",2,"ASTAR, Inst Microelect, 2 Fusionopolis Way,08-02 Innovis, Singapore 138634, Singapore."
WOS:001431608100008,,"Kanna, C.",3,"ASTAR, Inst Microelect, 2 Fusionopolis Way,08-02 Innovis, Singapore 138634, Singapore."
WOS:001431608100008,,"Ho, D.",4,"ASTAR, Inst Microelect, 2 Fusionopolis Way,08-02 Innovis, Singapore 138634, Singapore."
WOS:001431608100008,,"Wu, J.",5,"ASTAR, Inst Microelect, 2 Fusionopolis Way,08-02 Innovis, Singapore 138634, Singapore."
WOS:001431608100008,,"Mandal, R.",6,"ASTAR, Inst Microelect, 2 Fusionopolis Way,08-02 Innovis, Singapore 138634, Singapore."
WOS:001431608100008,,"Li, N.",7,"ASTAR, Inst Microelect, 2 Fusionopolis Way,08-02 Innovis, Singapore 138634, Singapore."
WOS:001431608100008,,"Lim, T.",8,"ASTAR, Inst Microelect, 2 Fusionopolis Way,08-02 Innovis, Singapore 138634, Singapore."
WOS:001431608100008,,"Liow, J.",9,"Rain Tree Photon Pte Ltd, 82 Playfair Rd,03-01 DLithium, Singapore 368001, Singapore."
WOS:001431608100008,,"Bhattacharya, S.",10,"ASTAR, Inst Microelect, 2 Fusionopolis Way,08-02 Innovis, Singapore 138634, Singapore."
WOS:001136608300001,,"Zhou, W.",1,"Xi An Jiao Tong Univ, Ctr Alloy Innovat & Design CAID, State Key Lab Mech Behav Mat, Xian, Peoples R China."
WOS:001136608300001,,"Shen, X.",2,"Xi An Jiao Tong Univ, Ctr Alloy Innovat & Design CAID, State Key Lab Mech Behav Mat, Xian, Peoples R China."
WOS:001136608300001,,"Yang, X.",3,"Xi An Jiao Tong Univ, Ctr Alloy Innovat & Design CAID, State Key Lab Mech Behav Mat, Xian, Peoples R China."
WOS:001136608300001,,"Wang, J.",4,"Xi An Jiao Tong Univ, Ctr Alloy Innovat & Design CAID, State Key Lab Mech Behav Mat, Xian, Peoples R China."
WOS:001136608300001,,"Zhang, W.",5,"Xi An Jiao Tong Univ, Ctr Alloy Innovat & Design CAID, State Key Lab Mech Behav Mat, Xian, Peoples R China."
WOS:001007557500001,,"Liu, Z.",1,"Harbin Engn Univ, Key Lab Fiber Integrated Opt, Minist Educ China, Harbin 150001, Peoples R China."
WOS:001007557500001,,"Li, X.",2,"Harbin Engn Univ, Key Lab Fiber Integrated Opt, Minist Educ China, Harbin 150001, Peoples R China."
WOS:001007557500001,,"Cheng, S.",3,"Harbin Engn Univ, Key Lab Fiber Integrated Opt, Minist Educ China, Harbin 150001, Peoples R China."
WOS:001007557500001,,"Li, Y.",4,"Harbin Engn Univ, Key Lab Fiber Integrated Opt, Minist Educ China, Harbin 150001, Peoples R China."
WOS:001007557500001,,"Jin, W.",5,"Harbin Engn Univ, Key Lab Fiber Integrated Opt, Minist Educ China, Harbin 150001, Peoples R China."
WOS:001007557500001,,"Zhang, Y.",6,"Harbin Engn Univ, Key Lab Fiber Integrated Opt, Minist Educ China, Harbin 150001, Peoples R China."
WOS:001007557500001,,"Qin, Y.",7,"Harbin Engn Univ, Key Lab Fiber Integrated Opt, Minist Educ China, Harbin 150001, Peoples R China."
WOS:001007557500001,,"Zhang, Y.",8,"Harbin Engn Univ, Key Lab Fiber Integrated Opt, Minist Educ China, Harbin 150001, Peoples R China."
WOS:001007557500001,,"Li, S.",9,"Harbin Engn Univ, Key Lab Fiber Integrated Opt, Minist Educ China, Harbin 150001, Peoples R China."
WOS:001007557500001,,"Lotnyk, A.",10,"Harbin Engn Univ, Coll Phys & Optoelect Engn, Harbin 150001, Peoples R China."
WOS:001007557500001,,"Yuan, L.",11,"Guilin Univ Elect Technol, Photon Res Ctr, Guilin 541004, Peoples R China."
WOS:000592671500038,,"Luo, M.",1,"Harbin Engn Univ, Coll Sci, Key Lab In Fiber Integrated Opt, Harbin 150001, Peoples R China."
WOS:000592671500038,,"Yang, X.",2,"Harbin Engn Univ, Coll Sci, Key Lab In Fiber Integrated Opt, Harbin 150001, Peoples R China."
WOS:000592671500038,,"Teng, P.",3,"Harbin Engn Univ, Coll Sci, Key Lab In Fiber Integrated Opt, Harbin 150001, Peoples R China."
WOS:000592671500038,,"Liu, Z.",4,"Harbin Engn Univ, Coll Sci, Key Lab In Fiber Integrated Opt, Harbin 150001, Peoples R China."
WOS:000592671500038,,"Yang, J.",5,"Harbin Engn Univ, Coll Sci, Key Lab In Fiber Integrated Opt, Harbin 150001, Peoples R China."
WOS:000592671500038,,"Kong, D.",6,"Chinese Acad Sci, Xian Inst Opt & Precis Mech, State Key Lab Transient Opt & Photon, Xian 710119, Peoples R China."
WOS:000592671500038,,"Gao, D.",7,"Harbin Engn Univ, Coll Sci, Key Lab In Fiber Integrated Opt, Harbin 150001, Peoples R China."
WOS:000592671500038,,"Li, Z.",8,"Harbin Engn Univ, Coll Sci, Key Lab In Fiber Integrated Opt, Harbin 150001, Peoples R China."
WOS:000592671500038,,"Wen, X.",9,"Harbin Engn Univ, Coll Sci, Key Lab In Fiber Integrated Opt, Harbin 150001, Peoples R China."
WOS:000592671500038,,"Yu, X.",10,"Harbin Engn Univ, Coll Sci, Key Lab In Fiber Integrated Opt, Harbin 150001, Peoples R China."
WOS:000592671500038,,"Yuan, L.",11,"Guilin Univ Elect Technol, Photon Res Ctr, Guilin 541004, Peoples R China."
WOS:000592671500038,,"Li, K.",12,"Univ South Wales, Fac Comp Engn & Sci, Wireless & Optoelect Res & Innovat Ctr, Pontypridd, M Glam, Wales."
WOS:000592671500038,,"Bowkett, M.",13,"Univ South Wales, Fac Comp Engn & Sci, Wireless & Optoelect Res & Innovat Ctr, Pontypridd, M Glam, Wales."
WOS:000592671500038,,"Copner, N.",14,"Univ South Wales, Fac Comp Engn & Sci, Wireless & Optoelect Res & Innovat Ctr, Pontypridd, M Glam, Wales."
WOS:000592671500038,,"Wang, X.",15,"Xian Modern Control Technol Res Inst, Xian 710065, Peoples R China."
WOS:001446495300097,,"Yue, Y.",1,"Univ Kent, Sch Engn, Jennison Bldg, Canterbury CT2 7NT, Kent, England."
WOS:001446495300097,,"Liu, S.",2,"Univ Kent, Sch Engn, Jennison Bldg, Canterbury CT2 7NT, Kent, England."
WOS:001446495300097,,"Wang, C.",3,"Univ Kent, Sch Engn, Jennison Bldg, Canterbury CT2 7NT, Kent, England."
WOS:000827699700001,,"Qu, G.",1,"Harbin Inst Technol Shenzhen, State Key Lab Tunable Laser, Minist Ind & Informat Technol, Key Lab Micronano Optoelect Informat Syst, Shenzhen 518055, Peoples R China."
WOS:000827699700001,,"Cai, G.",2,"Harbin Inst Technol Shenzhen, State Key Lab Tunable Laser, Minist Ind & Informat Technol, Key Lab Micronano Optoelect Informat Syst, Shenzhen 518055, Peoples R China."
WOS:000827699700001,,"Sha, X.",3,"Harbin Inst Technol Shenzhen, State Key Lab Tunable Laser, Minist Ind & Informat Technol, Key Lab Micronano Optoelect Informat Syst, Shenzhen 518055, Peoples R China."
WOS:000827699700001,,"Chen, Q.",4,"Harbin Inst Technol Shenzhen, State Key Lab Tunable Laser, Minist Ind & Informat Technol, Key Lab Micronano Optoelect Informat Syst, Shenzhen 518055, Peoples R China."
WOS:000827699700001,,"Cheng, J.",5,"Harbin Inst Technol Shenzhen, State Key Lab Tunable Laser, Minist Ind & Informat Technol, Key Lab Micronano Optoelect Informat Syst, Shenzhen 518055, Peoples R China."
WOS:000827699700001,,"Zhang, Y.",6,"Harbin Inst Technol Shenzhen, State Key Lab Tunable Laser, Minist Ind & Informat Technol, Key Lab Micronano Optoelect Informat Syst, Shenzhen 518055, Peoples R China."
WOS:000827699700001,,"Han, J.",7,"Harbin Inst Technol, Natl Key Lab Sci & Technol Adv Composites Special, Harbin 150080, Peoples R China."
WOS:000827699700001,,"Song, Q.",8,"Shanxi Univ, Collaborat Innovat Ctr Extreme Opt, Taiyuan 030006, Shanxi, Peoples R China."
WOS:000827699700001,,"Xiao, S.",9,"Shanxi Univ, Collaborat Innovat Ctr Extreme Opt, Taiyuan 030006, Shanxi, Peoples R China."
WOS:000367091400009,,"Chen, L.",1,"Nankai Univ, Key Lab Opt Informat Sci & Technol, Minist Educ, Inst Modern Opt, Tianjin 300384, Peoples R China."
WOS:000367091400009,,"Zhang, W.",2,"Nankai Univ, Key Lab Opt Informat Sci & Technol, Minist Educ, Inst Modern Opt, Tianjin 300384, Peoples R China."
WOS:000367091400009,,"Wang, L.",3,"Nankai Univ, Key Lab Opt Informat Sci & Technol, Minist Educ, Inst Modern Opt, Tianjin 300384, Peoples R China."
WOS:000367091400009,,"Zhou, Q.",4,"Nankai Univ, Key Lab Opt Informat Sci & Technol, Minist Educ, Inst Modern Opt, Tianjin 300384, Peoples R China."
WOS:000367091400009,,"Sieg, J.",5,"Nankai Univ, Key Lab Opt Informat Sci & Technol, Minist Educ, Inst Modern Opt, Tianjin 300384, Peoples R China."
WOS:000367091400009,,"Zhao, D.",6,"Nankai Univ, Key Lab Opt Informat Sci & Technol, Minist Educ, Inst Modern Opt, Tianjin 300384, Peoples R China."
WOS:000367091400009,,"Wang, B.",7,"Nankai Univ, Key Lab Opt Informat Sci & Technol, Minist Educ, Inst Modern Opt, Tianjin 300384, Peoples R China."
WOS:000367091400009,,"Yan, T.",8,"Nankai Univ, Key Lab Opt Informat Sci & Technol, Minist Educ, Inst Modern Opt, Tianjin 300384, Peoples R China."
WOS:000367091400009,,"Wang, S.",9,"Nankai Univ, Key Lab Opt Informat Sci & Technol, Minist Educ, Inst Modern Opt, Tianjin 300384, Peoples R China."
WOS:000467925800007,,"Timmel, A.",1,"Booz Allen Hamilton, 308 Sentinel Dr, Annapolis Jct, MD 20701 USA."
WOS:000467925800007,,"Daly, J.",2,"Lab Phys Sci, 5520 Res Pk Dr, Catonsville, MD 21128 USA."
WOS:001618112400001,,"Xu, K.",1,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Key Lab Micronano Elect & Smart Syst Zhejiang Prov, State Key Lab Brain Machine Intelligence, Hangzhou, Peoples R China."
WOS:001618112400001,,"Wei, M.",2,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Key Lab Micronano Elect & Smart Syst Zhejiang Prov, State Key Lab Brain Machine Intelligence, Hangzhou, Peoples R China."
WOS:001618112400001,,"Yun, Y.",3,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Key Lab Micronano Elect & Smart Syst Zhejiang Prov, State Key Lab Brain Machine Intelligence, Hangzhou, Peoples R China."
WOS:001618112400001,,"Wu, Y.",4,"Westlake Inst Adv Study, Inst Adv Technol, Hangzhou, Peoples R China."
WOS:001618112400001,,"Sun, C.",5,"Zhejiang Univ, Coll Integrated Circuits, Hangzhou, Peoples R China."
WOS:001618112400001,,"Tang, B.",6,"Chinese Acad Sci, Inst Microelect, Beijing, Peoples R China."
WOS:001618112400001,,"Li, J.",7,"Univ Chinese Acad Sci, Hangzhou Inst Adv Study, Hangzhou, Peoples R China."
WOS:001618112400001,,"Wang, W.",8,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Key Lab Micronano Elect & Smart Syst Zhejiang Prov, State Key Lab Brain Machine Intelligence, Hangzhou, Peoples R China."
WOS:001618112400001,,"Lei, K.",9,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Key Lab Micronano Elect & Smart Syst Zhejiang Prov, State Key Lab Brain Machine Intelligence, Hangzhou, Peoples R China."
WOS:001618112400001,,"Ma, H.",10,"Zhejiang Univ, Coll Informat Sci & Elect Engn, Key Lab Micronano Elect & Smart Syst Zhejiang Prov, State Key Lab Brain Machine Intelligence, Hangzhou, Peoples R China."
WOS:001618112400001,,"Xu, T.",11,"Westlake Inst Optoelect, Hangzhou, Peoples R China."
WOS:001618112400001,,"Li, L.",12,"Westlake Inst Adv Study, Inst Adv Technol, Hangzhou, Peoples R China."
WOS:001618112400001,,"Li, M.",13,"Chinese Acad Sci, Inst Semicond, State Key Lab Integrated Optoelect, Beijing, Peoples R China."
WOS:001618112400001,,"Lin, H.",14,"Zhejiang Univ, Coll Integrated Circuits, Hangzhou, Peoples R China."
WOS:001572094700195,,"Camarneiro, F.",1,"INL Int Iberian Nanotechnol Lab, Ave Mestre Jose Veiga, P-4715330 Braga, Portugal."
WOS:001572094700195,,"Rodrigues, M.",2,"INL Int Iberian Nanotechnol Lab, Ave Mestre Jose Veiga, P-4715330 Braga, Portugal."
WOS:001572094700195,,"Cunha, J.",3,"INL Int Iberian Nanotechnol Lab, Ave Mestre Jose Veiga, P-4715330 Braga, Portugal."
WOS:001572094700195,,"Shanker, A.",4,"INL Int Iberian Nanotechnol Lab, Ave Mestre Jose Veiga, P-4715330 Braga, Portugal."
WOS:001572094700195,,"Dias, A.",5,"Univ Lisbon, Inst Plasmas & Fusao Nucl, Inst Super Tecn, Lisbon, Portugal."
WOS:001572094700195,,"Alves, F.",6,"INL Int Iberian Nanotechnol Lab, Ave Mestre Jose Veiga, P-4715330 Braga, Portugal."
WOS:001572094700195,,"Aguiam, D.",7,"INL Int Iberian Nanotechnol Lab, Ave Mestre Jose Veiga, P-4715330 Braga, Portugal."
WOS:001009259000001,,"Yue, W.",1,"Chinese Acad Sci, Shanghai Inst Microsyst & Informat Technol, State Key Lab Funct Mat Informat, Shanghai 200050, Peoples R China."
WOS:001009259000001,,"Cai, Y.",2,"Chinese Acad Sci, Shanghai Inst Microsyst & Informat Technol, State Key Lab Funct Mat Informat, Shanghai 200050, Peoples R China."
WOS:001009259000001,,"Yu, M.",3,"Shanghai Ind Technol Res Inst, Shanghai 201800, Peoples R China."
WOS:000617441000001,,"Hernández-Acosta, M.",1,
WOS:000617441000001,,"Martínez-González, C.",2,
WOS:000617441000001,,"Torres-SanMiguel, C.",3,"Inst Politecn Nacl, Escuela Super Ingn Mecan Electr, Unidad Zacatenco, Secc Estudios Posgrad & Invest, Mexico City 07738, Mexico."
WOS:000617441000001,,"Trejo-Valdez, M.",4,"Inst Politecn Nacl, Escuela Super Ingn Quim & Ind Extract, Mexico City 07738, Mexico."
WOS:000617441000001,,"Martínez-Gutiérrez, H.",5,
WOS:000617441000001,,"Torres-Torres, C.",6,"Inst Politecn Nacl, Escuela Super Ingn Mecan Electr, Unidad Zacatenco, Secc Estudios Posgrad & Invest, Mexico City 07738, Mexico."
WOS:001680047200018,,"Lee, J.",1,"Korea Adv Inst Sci & Technol, Dept Elect Engn, 291 Daehak Ro, Daejeon 34134, South Korea."
WOS:001680047200018,,"Cho, S.",2,"Korea Adv Inst Sci & Technol, Dept Elect Engn, 291 Daehak Ro, Daejeon 34134, South Korea."
WOS:001680047200018,,"Lee, S.",3,"Korea Adv Inst Sci & Technol, Dept Elect Engn, 291 Daehak Ro, Daejeon 34134, South Korea."
WOS:001680047200018,,"Hong, S.",4,"Korea Adv Inst Sci & Technol, Dept Elect Engn, 291 Daehak Ro, Daejeon 34134, South Korea."
WOS:001680047200018,,"Kim, J.",5,"Korea Adv Inst Sci & Technol, Dept Elect Engn, 291 Daehak Ro, Daejeon 34134, South Korea."
WOS:001680047200018,,"Neseli, B.",6,"Korea Adv Inst Sci & Technol, Dept Elect Engn, 291 Daehak Ro, Daejeon 34134, South Korea."
WOS:001680047200018,,"Park, J.",7,"Korea Adv Inst Sci & Technol, Dept Elect Engn, 291 Daehak Ro, Daejeon 34134, South Korea."
WOS:001680047200018,,"Shi, R.",8,"Korea Adv Inst Sci & Technol, Dept Elect Engn, 291 Daehak Ro, Daejeon 34134, South Korea."
WOS:001680047200018,,"Kurt, H.",9,"Korea Adv Inst Sci & Technol, Dept Elect Engn, 291 Daehak Ro, Daejeon 34134, South Korea."
WOS:000419240700007,,"Chen, L.",1,"McGill Univ, Dept Elect & Comp Engn, Montreal, PQ H3A 0E9, Canada."
WOS:000419240700007,,"Moslemi, P.",2,"McGill Univ, Dept Elect & Comp Engn, Montreal, PQ H3A 0E9, Canada."
WOS:000419240700007,,"Ma, M.",3,"McGill Univ, Dept Elect & Comp Engn, Montreal, PQ H3A 0E9, Canada."
WOS:000419240700007,,"Adams, R.",4,"CEGEP Vanier Coll, Dept Phys, St Laurent, PQ H4L 3X9, Canada."
WOS:001074334300005,,"Afifi, S.",1,"Colorado State Univ, Dept Elect & Comp Engn, 1373 campus delivery, Ft Collins, CO 80523 USA."
WOS:001074334300005,,"Sunny, F.",2,"Colorado State Univ, Dept Elect & Comp Engn, 1373 campus delivery, Ft Collins, CO 80523 USA."
WOS:001074334300005,,"Shafiee, A.",3,"Colorado State Univ, Dept Elect & Comp Engn, 1373 campus delivery, Ft Collins, CO 80523 USA."
WOS:001074334300005,,"Nikdast, M.",4,"Colorado State Univ, Dept Elect & Comp Engn, 1373 campus delivery, Ft Collins, CO 80523 USA."
WOS:001074334300005,,"Pasricha, S.",5,"Colorado State Univ, Dept Elect & Comp Engn, 1373 campus delivery, Ft Collins, CO 80523 USA."
WOS:001203373000030,,"Saxena, V.",1,"Univ Delaware, ECE Dept, Newark, DE 19716 USA."
WOS:001203373000030,,"Kumar, A.",2,"Texas A&M Univ Coll Stn, ECE Dept, College Stn, TX 77843 USA."
WOS:001203373000030,,"Mishra, S.",3,"Univ Delaware, ECE Dept, Newark, DE 19716 USA."
WOS:001203373000030,,"Palermo, S.",4,"Texas A&M Univ Coll Stn, ECE Dept, College Stn, TX 77843 USA."
WOS:001203373000030,,"Lakshmikumar, K.",5,"Cisco Syst, Silicon Photon Div, Allentown, PA 95134 USA."
WOS:001609332800002,,"Zhou, H.",1,"Northwestern Polytech Univ, Sch Mech Engn, Minist Educ, Key Lab Micro Nano Syst Aerosp, Xian 710072, Peoples R China."
WOS:001609332800002,,"Zhang, H.",2,"Northwestern Polytech Univ, Sch Mech Engn, Minist Educ, Key Lab Micro Nano Syst Aerosp, Xian 710072, Peoples R China."
WOS:001609332800002,,"Zhang, R.",3,"Northwestern Polytech Univ, Sch Mech Engn, Minist Educ, Key Lab Micro Nano Syst Aerosp, Xian 710072, Peoples R China."
WOS:001609332800002,,"Yuan, X.",4,"Northwestern Polytech Univ, Sch Mech Engn, Minist Educ, Key Lab Micro Nano Syst Aerosp, Xian 710072, Peoples R China."
WOS:001609332800002,,"Chang, H.",5,"Northwestern Polytech Univ, Sch Mech Engn, Minist Educ, Key Lab Micro Nano Syst Aerosp, Xian 710072, Peoples R China."
WOS:000631871600001,,"Ghasemi, M.",1,"Razi Univ, Sch Engn, Dept Elect Engn, Kermanshah 6714967346, Iran."
WOS:000631871600001,,"Bayati, M.",2,"Razi Univ, Sch Engn, Dept Elect Engn, Kermanshah 6714967346, Iran."
WOS:000405990300007,,"Wang, X.",1,"Huazhong Univ Sci & Technol, Wuhan Natl Lab Optoelect, Sch Opt & Elect Informat, Wuhan 430074, Peoples R China."
