work_id,keyword
WOS:001255089700007,efficient
WOS:001255089700007,quantum
WOS:000435668100003,quadruple
WOS:000435668100003,di-bit
WOS:000435668100003,slm
WOS:000435668100003,number
WOS:000435668100003,light-modulator slm
WOS:000435668100003,computation
WOS:000435668100003,logic system
WOS:000435668100003,peres gate
WOS:000435668100003,savart plate
WOS:000702282700036,network hardware
WOS:000702282700036,analog circuit
WOS:000702282700036,reservoir computing
WOS:000702282700036,optoelectronic device
WOS:000702282700036,neural
WOS:000702282700036,vertical cavity surface emitting laser
WOS:000410638900030,surface plasmon polaritons
WOS:000410638900030,graphene
WOS:000410638900030,logic gate
WOS:000410638900030,light
WOS:001051147700001,fiber laser
WOS:001051147700001,saturable absorber
WOS:001051147700001,graphene
WOS:001541380000001,transparency and absorption;
WOS:001541380000001,light storage
WOS:001541380000001,magneto-optical switching
WOS:001541380000001,ob/om
WOS:001541380000001,degenerate two-level
WOS:001541380000001,electromagnetically induced transparency
WOS:001541380000001,coherence
WOS:001541380000001,bistability
WOS:000482833200009,kerr effect
WOS:000482833200009,defects
WOS:000482833200009,xnor gate
WOS:000482833200009,band-gap
WOS:000482833200009,self-collimated beams
WOS:000482833200009,design;
WOS:000482833200009,realization
WOS:000482833200009,nand
WOS:000482833200009,optical logics
WOS:000482833200009,logic gates
WOS:000482833200009,xor gate
WOS:000482833200009,xor
WOS:000482833200009,photonic crystal
WOS:000482833200009,add-drop filter
WOS:000482833200009,nor
WOS:000998267800001,aided
WOS:000998267800001,pulmonary nodules
WOS:000998267800001,deep diffractive neural network
WOS:000998267800001,all optical
WOS:000998267800001,real time
WOS:000998267800001,diagnosis
WOS:000360237600001,instabilities
WOS:000360237600001,self-trapped beams
WOS:000360237600001,kerr
WOS:000360237600001,generation
WOS:000360237600001,solitons
WOS:001467246700001,backpropagation
WOS:001467246700001,algorithm
WOS:001478202800001,dac
WOS:001042307500099,non-coherent optical
WOS:001042307500099,computing
WOS:001042307500099,optical neural networks
WOS:001042307500099,intelligence accelerators
WOS:001042307500099,artificial
WOS:000426645000007,phase modulation
WOS:000426645000007,optical solitons
WOS:000426645000007,integrated optics
WOS:000426645000007,nonlinear optics;
WOS:000426645000007,optical switches
WOS:000426645000007,logic circuits
WOS:000426645000007,xor
WOS:001502103800001,2 mu-m
WOS:001502103800001,optical bistability
WOS:001502103800001,crystal
WOS:001502103800001,gain
WOS:001502103800001,intracavity pumped lasers
WOS:001502103800001,energy
WOS:001502103800001,ho:llf
WOS:000368044400022,self-collimated beams
WOS:000368044400022,logic gate
WOS:000368044400022,defect
WOS:000368044400022,photonic crystal waveguide
WOS:000368044400022,phase difference
WOS:001185338100001,modulator
WOS:001185338100001,wave-guides
WOS:001185338100001,plasmonics
WOS:001185338100001,efficient
WOS:001185338100001,optical logic gates
WOS:001185338100001,waveguide
WOS:001185338100001,mode conversion
WOS:001185338100001,coupling efficiency
WOS:000550698300001,implementation
WOS:000550698300001,metamaterials
WOS:001238577100001,design
WOS:001238577100001,diffractive deep neural network
WOS:001238577100001,network
WOS:001238577100001,optical neural
WOS:001238577100001,nonlinear optics
WOS:000361759000008,2-photon absorption
WOS:000361759000008,laser;
WOS:000361759000008,optical nonlinearities
WOS:000361759000008,picosecond
WOS:000361759000008,optical logic
WOS:000361759000008,pulses
WOS:000361759000008,nonlinear absorption
WOS:000361759000008,semiconductor doped glass
WOS:000361759000008,z-scan
WOS:000361759000008,3rd-order
WOS:000361759000008,gates
WOS:001495391000001,x-ray-diffraction
WOS:001495391000001,glasses
WOS:001495391000001,polymer
WOS:001717952200066,activation function
WOS:001717952200066,mnist
WOS:001717952200066,neural network
WOS:001717952200066,random laser
WOS:000704449400001,design
WOS:000704449400001,optics
WOS:000704449400001,topological photonics
WOS:000704449400001,logic gates
WOS:000704449400001,multimode interference
WOS:000704449400001,valley photonic crystals
WOS:000704449400001,integrated
WOS:001199852800005,modulation
WOS:001199852800005,neuron
WOS:000812533800021,deep neural-networks
WOS:000812533800021,artificial-intelligence
WOS:000812533800021,light
WOS:001570722300003,artificial intelligence
WOS:001570722300003,computing
WOS:001570722300003,activation functions;
WOS:001570722300003,artificial-intelligence
WOS:001570722300003,neural network
WOS:001570722300003,experimental realization
WOS:001570722300003,computing accelerator
WOS:001570722300003,optical
WOS:001570722300003,on-chip integration
WOS:001570722300003,accelerator
WOS:001570722300003,photonics
WOS:001713734700001,photonics
WOS:001260042100001,photonic neural networks
WOS:001260042100001,reconstruction
WOS:001260042100001,spectral
WOS:001260042100001,opto-intelligence spectrometer
WOS:001260042100001,field
WOS:000758690400004,edge computing
WOS:000758690400004,in-network computing
WOS:000758690400004,programmable switches
WOS:000758690400004,optical neural networks;
WOS:000758690400004,machine learning inference
WOS:001472562200001,design
WOS:001472562200001,xnor gates
WOS:001472562200001,logic gates
WOS:001472562200001,losses
WOS:001472562200001,propagation
WOS:001472562200001,xor gate
WOS:001472562200001,compact
WOS:001472562200001,silicon slab waveguide
WOS:000523186200006,ring resonator
WOS:000523186200006,design
WOS:000523186200006,kerr effect
WOS:000523186200006,filter
WOS:000523186200006,half subtractor
WOS:000523186200006,logic gates
WOS:000523186200006,ring resonators
WOS:000523186200006,proposal
WOS:000523186200006,photonic crystal
WOS:000523186200006,simulation
WOS:000992171800007,flat
WOS:000352251600010,lasers
WOS:000352251600010,logic-gate
WOS:000352251600010,femto-second optical pulse response
WOS:000352251600010,qd-soa
WOS:000352251600010,inp(311)b
WOS:000352251600010,amplifiers
WOS:000352251600010,devices
WOS:000352251600010,1.55 mu-m
WOS:000352251600010,1550 nm-band
WOS:000480342900001,diffraction
WOS:000480342900001,coupling
WOS:000480342900001,photonic neural networks
WOS:000480342900001,optical networks
WOS:000480342900001,systems
WOS:000480342900001,validity
WOS:000364935700002,cavity
WOS:000364935700002,blockade
WOS:000364935700002,fiber
WOS:000364935700002,trapped atom
WOS:000364935700002,gate
WOS:000364935700002,light
WOS:000364935700002,computation
WOS:000463027400004,optical phase shifter
WOS:000463027400004,opticalmodulator
WOS:000463027400004,optical switch
WOS:000463027400004,refractive-index;
WOS:000463027400004,iii-v compound semiconductor
WOS:000463027400004,inp
WOS:000463027400004,ultra-compact
WOS:000463027400004,gaas
WOS:000463027400004,heterogeneous integration;
WOS:000463027400004,network
WOS:000463027400004,mach-zehnder modulator
WOS:000463027400004,carrier-depletion
WOS:000463027400004,si photonics
WOS:000463027400004,photonic neural
WOS:000463027400004,electronic-photonic integration
WOS:001495463700001,design
WOS:001495463700001,nucleation mechanisms alloys
WOS:001495463700001,one-step and two-step
WOS:001495463700001,organic heterostructures
WOS:001495463700001,synthesis
WOS:001495463700001,homogeneous and heterogeneous nucleation
WOS:001206024900040,multimodal learning
WOS:001206024900040,reconfigurable chip
WOS:001206024900040,all-optical computing
WOS:000387431000017,ternary optical processor
WOS:000387431000017,principles
WOS:000387431000017,plus b adder
WOS:000387431000017,ternary optical computer
WOS:000387431000017,srt division
WOS:000686499800001,mach-zehnder interferometer;
WOS:000686499800001,finite-difference time-domain (fdtd)
WOS:000686499800001,plasmonic waveguide
WOS:000686499800001,plasmonics
WOS:000686499800001,checker
WOS:000686499800001,mim waveguide
WOS:000686499800001,all-optical logic gate
WOS:000686499800001,parity generator
WOS:000766099800019,plasma dispersion effect
WOS:000766099800019,nonlinear activation functions
WOS:000766099800019,photonics
WOS:000766099800019,germanium silicon hybrid integration;
WOS:000836328200028,interferometer(pmzi)
WOS:000836328200028,finite-difference
WOS:000836328200028,plasmonic waveguide
WOS:000836328200028,plasmonics
WOS:000836328200028,mim waveguide
WOS:000836328200028,time-domain (fdtd)
WOS:000836328200028,all-optical logic gate
WOS:000836328200028,plasmonic mach
WOS:000836328200028,zehnder
WOS:000861038900003,nonlinear optical properties
WOS:000861038900003,reverse saturable absorption
WOS:000861038900003,nanosheets
WOS:000861038900003,saturation absorption;
WOS:000861038900003,titanium sulfides
WOS:000378970700019,binary-to-gray or gray-to-binary code converter
WOS:000378970700019,asymmetric demultiplexer
WOS:000378970700019,multiplexer (mux)
WOS:000378970700019,scheme
WOS:000378970700019,toffoli gate (tg);
WOS:000378970700019,logic
WOS:000378970700019,feynman gate (fyg)
WOS:000378970700019,reversible logic gates
WOS:001302769800008,quantum computational advantage
WOS:001302769800008,integrated photonics
WOS:001302769800008,device characterization
WOS:001302769800008,quantum networks
WOS:001416012900001,chiral mach-zehnder interferometer;
WOS:001416012900001,optical logic gate
WOS:001416012900001,all-optical switching
WOS:001416012900001,xnor gate
WOS:001416012900001,chirality
WOS:001416012900001,digital signal
WOS:001097664700001,binary
WOS:001097664700001,all-optical xor
WOS:001097664700001,intelligent inverse design method
WOS:001097664700001,chip-integrated
WOS:001097664700001,reconstruction
WOS:001097664700001,all-optical logic gate
WOS:001097664700001,laser action
WOS:001255284100002,light
WOS:001255284100002,tomography
WOS:001255284100002,interference
WOS:001255284100002,quantum
WOS:000519630000058,neural-networks
WOS:000519630000058,design
WOS:000519630000058,couplers
WOS:000519630000058,silicon
WOS:000657671000004,artificial-intelligence
WOS:000657671000004,generation
WOS:000747451900002,time
WOS:000747451900002,circuits
WOS:000747451900002,intelligence
WOS:000747451900002,low-power
WOS:000747451900002,space
WOS:001339991400072,application program
WOS:001339991400072,dual-center model
WOS:001339991400072,ternary optical computer (toc)
WOS:001339991400072,ternary optical processor (top);
WOS:001339991400072,programming platform
WOS:001339991400072,msd adder
WOS:000401682200005,interferometry
WOS:000401682200005,refractive index
WOS:000401682200005,species composition distribution;
WOS:000401682200005,moire deflectometry
WOS:000401682200005,optical computerized tomography (oct)
WOS:000401682200005,temperature
WOS:000901673200003,networks
WOS:000901673200003,plasmonic memristor
WOS:001564089800006,networks
WOS:001564089800006,silicon
WOS:000555681100005,machine
WOS:000555681100005,coherent computing
WOS:000555681100005,optical information processing
WOS:000555681100005,accelerators
WOS:000555681100005,hardware accelerator
WOS:000555681100005,optical neural network
WOS:000555681100005,learning
WOS:000555681100005,photonics
WOS:000867366000010,neural network quantization
WOS:000867366000010,training
WOS:000867366000010,constrained -aware
WOS:000867366000010,photonic deep learning
WOS:000586289500001,design
WOS:000586289500001,optical logic gates
WOS:000586289500001,logic gates
WOS:000586289500001,photonic band gap
WOS:000586289500001,waveguide
WOS:000586289500001,gate
WOS:000586289500001,photonic crystal
WOS:000586289500001,plane wave expansion
WOS:000586289500001,nor
WOS:000674410100001,photonics neuron
WOS:000674410100001,intelligence
WOS:000674410100001,photonic spiking neural network;
WOS:000674410100001,circuits
WOS:000674410100001,lasers
WOS:000674410100001,optical convolutional neural network;
WOS:000674410100001,networks
WOS:000674410100001,neuromorphic photonics
WOS:000674410100001,photonic stdp
WOS:000674410100001,vcsels
WOS:000674410100001,implementation
WOS:000674410100001,progress
WOS:000674410100001,generation;
WOS:000674410100001,optical reservoir computing
WOS:000674410100001,inhibitory dynamics
WOS:000674410100001,timing-dependent plasticity
WOS:001497887600001,optical memristor
WOS:001497887600001,hydrogel device
WOS:001497887600001,artificial-intelligence
WOS:001497887600001,networks
WOS:001497887600001,optical neural network
WOS:001497887600001,wave-guide
WOS:001497887600001,photonics
WOS:001497887600001,wearable
WOS:001076713000001,vector vortex beam
WOS:001076713000001,sorter;
WOS:001076713000001,transmission
WOS:001076713000001,mode demultiplexing
WOS:001076713000001,entanglement
WOS:001076713000001,optical neural network
WOS:001076713000001,light
WOS:001076713000001,orbital angular-momentum
WOS:001076713000001,scale
WOS:000821326000018,fusion
WOS:001651158500006,time
WOS:001651158500006,reconfigurable intelligent surfaces
WOS:001651158500006,model
WOS:001651158500006,artificial-intelligence;
WOS:001651158500006,neural-networks
WOS:001651158500006,quantum graphs
WOS:001651158500006,inverse design
WOS:001651158500006,photonics
WOS:000698978300023,design
WOS:000673513100003,accelerator
WOS:000673513100003,optical computing
WOS:000673513100003,convolution neural network
WOS:000673513100003,optical neural network
WOS:001233763100001,photonic computation
WOS:001233763100001,adjoint method
WOS:001233763100001,handwritten digits recognition
WOS:001233763100001,inverse design
WOS:001233763100001,photonic convolution neural network;
WOS:001172908900002,connectionist models
WOS:001172908900002,networks
WOS:000620081500001,neural-networks
WOS:000911187000001,computing
WOS:000911187000001,photonic
WOS:000911187000001,accelerator architectures
WOS:000911187000001,analog computing
WOS:000911187000001,dynamic precision inference
WOS:000911187000001,silicon photonics
WOS:000911187000001,deep learning
WOS:000911187000001,tiled matrix multiplication
WOS:000424392500016,mirror
WOS:000424392500016,optical logic
WOS:000424392500016,interferometry
WOS:000424392500016,pattern recognition
WOS:000424392500016,interferometer
WOS:001332964000001,optical logic gate
WOS:001332964000001,nested microring resonator
WOS:001332964000001,nand
WOS:001332964000001,refractive-index
WOS:001332964000001,and gate
WOS:001332964000001,gate
WOS:001332964000001,circuit
WOS:001332964000001,or gate
WOS:001332964000001,nor/not gate
WOS:000717040500022,matrix multiplication
WOS:000717040500022,design
WOS:000717040500022,m/m/1 queueing system
WOS:000717040500022,parallel;
WOS:000717040500022,ternary optical computer
WOS:000717040500022,tandem queue
WOS:000717040500022,implementation
WOS:000717040500022,task scheduling;
WOS:000717040500022,response time
WOS:000717040500022,carry
WOS:000717040500022,processor
WOS:000625330800003,reinforcement
WOS:000352795000002,ring resonator
WOS:000352795000002,wave-guides
WOS:000352795000002,kerr effect
WOS:000352795000002,filter
WOS:000352795000002,all-optical logic gate
WOS:000352795000002,compact
WOS:000352795000002,photonic crystal
WOS:000352795000002,nor
WOS:000366498800033,fiber bragg grating
WOS:000366498800033,all-optical switching
WOS:000366498800033,transfer matrix method
WOS:000366498800033,nonlinear behavior;
WOS:000366498800033,refractive index contrast
WOS:000925809900001,xor
WOS:000386254600043,optical amplifiers
WOS:000386254600043,filter
WOS:000386254600043,semiconductor
WOS:000386254600043,xor
WOS:000386254600043,optical fiber communication
WOS:000386254600043,optical signal processing
WOS:000386254600043,wave-guide
WOS:000862210500007,paralleled genetic algorithms
WOS:000862210500007,msd (modified signed digital) adder
WOS:000862210500007,complexity
WOS:000862210500007,traveling salesman problem
WOS:000862210500007,ternary
WOS:000862210500007,optical computer
WOS:001174499800001,stimulus-response
WOS:001174499800001,polymers
WOS:001174499800001,oxygen
WOS:001174499800001,luminescence
WOS:001174499800001,room temperature phosphorescence;
WOS:001174499800001,molecular arrangement
WOS:000925820400003,all-optical calculation
WOS:000925820400003,design
WOS:000925820400003,phase-change materials
WOS:000925820400003,operations
WOS:000925820400003,laplace operator
WOS:000925820400003,metasurface;
WOS:000925820400003,generation
WOS:000925820400003,photonic computing
WOS:000925820400003,programmable metasurface
WOS:000925820400003,edge-detection
WOS:000925820400003,optical neural network;
WOS:000925820400003,large-area
WOS:000925820400003,mathematical
WOS:000925820400003,photonics
WOS:000925820400003,spatial differentiation
WOS:000685415600001,optical fibers
WOS:000685415600001,metamaterials
WOS:000685415600001,chalcogenides
WOS:000685415600001,phase change
WOS:000685415600001,mos2
WOS:000685415600001,reconfigurable
WOS:000685415600001,non-volatile;
WOS:000685415600001,group delay dispersion
WOS:001155128500003,design
WOS:001155128500003,spectrometer
WOS:001155128500003,backpropagation;
WOS:001155128500003,optical processor
WOS:001155128500003,neural-networks
WOS:001155128500003,media
WOS:001155128500003,entanglement
WOS:000390809100094,wavelength conversion
WOS:000390809100094,xor
WOS:000390809100094,soa
WOS:000688576300005,johnson counter
WOS:000688576300005,cross gain
WOS:000688576300005,d flipflop
WOS:000688576300005,mach zehnder interferometer
WOS:000688576300005,gate
WOS:000688576300005,xor
WOS:000688576300005,operation
WOS:000688576300005,semiconductor optical amplifier
WOS:000688576300005,all optical logic gate
WOS:000688576300005,modulation (xgm)
WOS:001359129800002,robust deep neural networks
WOS:001359129800002,neural networks
WOS:001359129800002,field programmable gate array (fpga)
WOS:001359129800002,circuits
WOS:001359129800002,signal to noise ratio;
WOS:001359129800002,electro-absorption modulators
WOS:001359129800002,photonic neural networks
WOS:001359129800002,silicon
WOS:001359129800002,noise
WOS:001359129800002,photonics
WOS:001359129800002,photonic integrated
WOS:001359129800002,training
WOS:001411749600015,neural-networks
WOS:001411749600015,silicon
WOS:001539962400001,optronic convolutional neural network
WOS:001539962400001,sar recognition
WOS:001539962400001,low computational complexity;
WOS:001539962400001,residual connection
WOS:001015116500001,transverse magnetic
WOS:001015116500001,transverse electric;
WOS:001015116500001,xnor
WOS:001015116500001,hexagonal lattice
WOS:001015116500001,photonic crystal
WOS:001015116500001,nor
WOS:001218649500001,generation
WOS:001218649500001,reverse saturable absorption
WOS:001218649500001,thin-films
WOS:001649007900001,in sensor
WOS:001649007900001,photocurrent computing
WOS:001649007900001,bismuth oxyselenide
WOS:001649007900001,sensor
WOS:001649007900001,oxygen vacancies
WOS:001649007900001,processing
WOS:001649007900001,optical neural network;
WOS:001649007900001,mobility
WOS:001649007900001,photogating
WOS:001649007900001,neuromorphic computing
WOS:001649007900001,optoelectronic synapse
WOS:000482589500008,fluoresevnt oscillation
WOS:000482589500008,visually adjusting
WOS:000482589500008,optical waveguide
WOS:000482589500008,propagation
WOS:000482589500008,components
WOS:000482589500008,nanofibers
WOS:000482589500008,dye-doped polymer microfiber
WOS:001073659300017,oscillatory neural networks;
WOS:001073659300017,silicon photonics
WOS:001073659300017,gnns
WOS:001073659300017,optical neural networks
WOS:001073659300017,reram
WOS:001058109501126,knowledge distillation
WOS:001058109501126,bag-of-features
WOS:001058109501126,convolutional neural networks
WOS:001058109501126,mutual information;
WOS:001396620400001,single-channel
WOS:001396620400001,optical logic gates
WOS:001396620400001,photonicspin-hall effect
WOS:001396620400001,spoofsurface plasmons
WOS:001396620400001,light
WOS:001396620400001,photonics
WOS:001396620400001,integrated
WOS:000493110800026,modified kretschmann method
WOS:000493110800026,symmetric and asymmetric
WOS:000493110800026,plasmonic modes
WOS:000493110800026,imi structure
WOS:000493110800026,optical interconnect
WOS:000493110800026,optical xor gate
WOS:000982303200002,object tracking
WOS:000982303200002,cnn
WOS:000982303200002,memory
WOS:000982303200002,wave
WOS:000982303200002,optical encryption
WOS:001009961500002,supervised learning
WOS:001009961500002,artificial-intelligence
WOS:001009961500002,hardware
WOS:001009961500002,optical computing
WOS:001009961500002,optical neural network
WOS:001009961500002,photonic matrix
WOS:001009961500002,multiplication
WOS:001009961500002,neuromorphic computing;
WOS:001009961500002,convolutional neural-network
WOS:001009961500002,optical data processing
WOS:001620719500014,network
WOS:001620719500014,optical neural network
WOS:001620719500014,convolutional neural network
WOS:001620719500014,power
WOS:001620719500014,recurrent neural
WOS:001322635500027,neural networks
WOS:001322635500027,device fabrication
WOS:001322635500027,photonic integrated circuits
WOS:001322635500027,silicon
WOS:001322635500027,network
WOS:001322635500027,system-on-chip
WOS:001322635500027,optical network units
WOS:001322635500027,optical
WOS:001322635500027,photonics
WOS:001322635500027,matrix decomposition
WOS:001322635500027,phase shifters
WOS:001322635500027,photonics complex-valued neural
WOS:001172931200006,optical fourier transform
WOS:001172931200006,design
WOS:001172931200006,neural networks
WOS:001172931200006,photonic
WOS:001172931200006,waveguides
WOS:001172931200006,optical coprocessor
WOS:001172931200006,mach
WOS:001172931200006,photonic computing
WOS:001172931200006,tensor computing
WOS:001172931200006,integrated photo-nics
WOS:001172931200006,ring resonators
WOS:001172931200006,+/- zehnder interferometer
WOS:001358902500001,self-adapting systems
WOS:001358902500001,synaptic
WOS:001358902500001,phase change materials;
WOS:001358902500001,machine learning
WOS:001358902500001,reservoir computing
WOS:001358902500001,silicon photonics
WOS:001358902500001,neuromorphic computing
WOS:001358902500001,plasticity
WOS:000843446300002,networks
WOS:000843446300002,directional coupler
WOS:000843446300002,wave-guides
WOS:001625323600010,artificial-intelligence
WOS:001625323600010,experimental realization;
WOS:001625323600010,excitability
WOS:001625323600010,network;
WOS:001625323600010,ring resonators
WOS:001625323600010,backpropagation
WOS:001625323600010,coherent ising machine
WOS:001625323600010,semiconductor-laser
WOS:001625323600010,implementation
WOS:001625323600010,activation functions
WOS:000750031300001,nanowires
WOS:000750031300001,heterostructures
WOS:000750031300001,organic photonics
WOS:000750031300001,charge-transfer interactions
WOS:000750031300001,polarized emission
WOS:000750031300001,exciton polaritons;
WOS:000750031300001,organic semiconductor molecules
WOS:000750031300001,fluorescent
WOS:000750031300001,arrays;
WOS:000750031300001,optical waveguide
WOS:000750031300001,microrods
WOS:000750031300001,light-propagation
WOS:000750031300001,microtubes
WOS:000750031300001,organic
WOS:000750031300001,micro/nanostructures
WOS:000750031300001,self-assembly
WOS:000890276700007,effect
WOS:000890276700007,optical logic gate
WOS:000890276700007,kerr
WOS:000890276700007,nanotubes
WOS:000890276700007,nanofluids
WOS:000890276700007,nonlinear optics
WOS:000890276700007,optical activity
WOS:000890276700007,two-wave mixing
WOS:000624968100063,phase
WOS:000624968100063,wave
WOS:000624968100063,amplitude
WOS:000908417500028,vertical-cavity surface-emitting laser with saturated absorber
WOS:000908417500028,(vcsel-sa)
WOS:000908417500028,optoelectronic logic gate
WOS:000908417500028,lasers
WOS:000908417500028,spiking dynamic characteristics
WOS:000908417500028,networks
WOS:000908417500028,spiking dynamics
WOS:000908417500028,reconfigurability
WOS:000908417500028,current modulation;
WOS:000739872600001,all-optical binary computation
WOS:000739872600001,generation
WOS:000739872600001,half binary adder
WOS:000739872600001,method
WOS:000739872600001,shifter
WOS:000739872600001,inverse design
WOS:000539245200006,vector-matrix multiplication
WOS:000539245200006,adder
WOS:000539245200006,ternary optical computer
WOS:000539245200006,cellular automata
WOS:000539245200006,traffic flow model
WOS:000539245200006,msd
WOS:000555888300001,kerr micro-comb
WOS:000555888300001,time
WOS:000555888300001,photonic
WOS:000555888300001,platforms
WOS:000555888300001,hilbert transformer
WOS:000555888300001,perceptron
WOS:000555888300001,machine learning
WOS:000555888300001,optical neural networks
WOS:000555888300001,microwave
WOS:000555888300001,comb generation
WOS:000470114500006,minimum module
WOS:000470114500006,adder
WOS:000470114500006,ternary optical computer
WOS:000470114500006,implementation
WOS:000470114500006,mechanism
WOS:000470114500006,msd adder
WOS:000470114500006,routine
WOS:000470114500006,msd multiplication
WOS:001211740600017,computing
WOS:001211740600017,optical circuit
WOS:001211740600017,devices
WOS:001211740600017,neuromorphic device
WOS:001211740600017,machine learning
WOS:001211740600017,optical
WOS:001211740600017,circuit
WOS:000810599800001,absorption
WOS:000810599800001,computing
WOS:000810599800001,ultrafast carrier dynamics
WOS:000810599800001,black phosphorus;
WOS:000810599800001,mxene
WOS:000810599800001,experimental realization
WOS:000810599800001,neural-networks
WOS:000810599800001,nonlinear absorption
WOS:000810599800001,backpropagation
WOS:000810599800001,optical
WOS:000810599800001,saturable absorber
WOS:000810599800001,nonlinear activation function
WOS:000689505300001,parallel
WOS:000689505300001,artificial-intelligence
WOS:000689505300001,hardware
WOS:000689505300001,photonics;
WOS:000689505300001,classification
WOS:000689505300001,accelerator
WOS:000689505300001,integration
WOS:000560936200086,mode
WOS:000656500700013,integrated nanophotonics
WOS:000656500700013,deep neural network
WOS:000656500700013,optical computing
WOS:000555488400058,1:2 optical demux
WOS:000555488400058,mrr
WOS:000555488400058,logic gates
WOS:001146759400006,data processing
WOS:001146759400006,neural networks
WOS:001146759400006,photonic tensor cores
WOS:001146759400006,photonics;
WOS:001146759400006,optical computing
WOS:001146759400006,machine learning
WOS:001146759400006,deep learning
WOS:000526350900031,algorithm
WOS:000526350900031,filter
WOS:000526350900031,chip
WOS:000526350900031,mode
WOS:000526350900031,neural-networks
WOS:000526350900031,switch
WOS:000526350900031,programmable photonics
WOS:000526350900031,gradient descent
WOS:000526350900031,optical signal processing
WOS:000526350900031,space
WOS:000526350900031,silicon photonics
WOS:000526350900031,multiplexer
WOS:000526350900031,hybrid
WOS:001575951700108,image sensor
WOS:001482049900019,deep residual u-net;
WOS:001482049900019,biomedical image segmentation
WOS:001482049900019,optical 1x1 convolution
WOS:001482049900019,optical matrix operator
WOS:001294429400012,neural network
WOS:001294429400012,photonics;
WOS:001294429400012,transimpedance amplifier
WOS:001294429400012,neuromorphic computing
WOS:001294429400012,analogue
WOS:000828247000001,tmdc
WOS:000828247000001,inp
WOS:000828247000001,chip
WOS:000828247000001,silicon photonic switches
WOS:000828247000001,chalcogenide
WOS:000828247000001,sb2s3
WOS:000828247000001,tunable
WOS:000828247000001,networks
WOS:000828247000001,mzi
WOS:000828247000001,programmable
WOS:000692735600002,reservoirs
WOS:000692735600002,optical fibers
WOS:000692735600002,fiber communication
WOS:000692735600002,fiber nonlinear optics
WOS:000692735600002,silicon;
WOS:000692735600002,optical signal processing
WOS:000692735600002,silicon micro-ring
WOS:000692735600002,optical
WOS:000692735600002,nonlinear optics
WOS:000692735600002,photonics
WOS:000692735600002,optical feedback
WOS:000692735600002,reservoir computing;
WOS:000448556300115,cavity
WOS:000448556300115,prediction performance;
WOS:000448556300115,generation
WOS:000448556300115,signal
WOS:000448556300115,subject
WOS:000448556300115,implementation
WOS:000448556300115,delayed optical feedback
WOS:000448556300115,systems
WOS:000448556300115,chaos
WOS:000448556300115,semiconductor-lasers
WOS:001025412000002,photonic
WOS:001025412000002,nanostructures;
WOS:001025412000002,optoelectronic
WOS:001025412000002,nonlinear effects
WOS:001025412000002,nanoelectronics
WOS:001025412000002,laser
WOS:000380506700031,digital inline holography
WOS:000380506700031,cell sorting
WOS:000380506700031,neural network
WOS:000380506700031,optics
WOS:000380506700031,integrated
WOS:001277691400001,splitter
WOS:001277691400001,optical computing
WOS:001277691400001,xor gate
WOS:001277691400001,machine learning
WOS:001277691400001,recurrent neural network
WOS:001277691400001,photonic crystal
WOS:001277691400001,power
WOS:000867970700001,integrated circuits
WOS:000867970700001,adjoint method
WOS:000867970700001,photonic
WOS:000867970700001,modulator
WOS:000867970700001,silicon
WOS:000867970700001,inverse design
WOS:000867970700001,switchable mode converter
WOS:000867970700001,meta-optics
WOS:000867970700001,light
WOS:000867970700001,algorithm
WOS:001485541700001,phase-change materials
WOS:001485541700001,metamaterials
WOS:001485541700001,nonvolatile
WOS:001485541700001,feedforward networks
WOS:001485541700001,neural-networks
WOS:001485541700001,backpropagation
WOS:001485541700001,propagation
WOS:001485541700001,optics;
WOS:001485541700001,progress
WOS:000811182100001,band achromatic metalens
WOS:000811182100001,metalens
WOS:000811182100001,nonlinear
WOS:000811182100001,edge detection
WOS:000811182100001,optical metasurfaces
WOS:001157333700009,vortex
WOS:001157333700009,oscillations
WOS:001157333700009,implementation
WOS:001157333700009,optical neural-network
WOS:001157333700009,atoms
WOS:001157333700009,scattering;
WOS:001157333700009,symmetry
WOS:000974388700001,optimal universal
WOS:000974388700001,phase-shift
WOS:000974388700001,computational advantage
WOS:000586381200006,design
WOS:000586381200006,interference
WOS:000586381200006,nand
WOS:000586381200006,optical logic gates
WOS:000586381200006,realization
WOS:000586381200006,nor
WOS:000586381200006,logic gates
WOS:000586381200006,photonic band gap
WOS:000586381200006,resonator
WOS:000586381200006,xnor
WOS:000586381200006,waveguide
WOS:000586381200006,xor
WOS:000586381200006,photonic crystal
WOS:000586381200006,ring
WOS:000476304600001,construction;
WOS:000476304600001,competition
WOS:000476304600001,donor-acceptor systems
WOS:000476304600001,(mofs)
WOS:000476304600001,photonic materials
WOS:000476304600001,polymers
WOS:000476304600001,molecular design
WOS:000476304600001,emission
WOS:000476304600001,optical computing
WOS:000476304600001,arene-perfluoroarene
WOS:000476304600001,metal-organic frameworks
WOS:000476304600001,growth
WOS:000476304600001,charge-transfer interactions
WOS:000476304600001,crystalline materials
WOS:000476304600001,up-conversion
WOS:000476304600001,nanowire heterostructures;
WOS:000537872800005,mach-zehnder interferometer
WOS:000537872800005,ring-resonator
WOS:000537872800005,design
WOS:000537872800005,arithmetic
WOS:000537872800005,operations
WOS:000537872800005,silicon;
WOS:000537872800005,logic gates
WOS:000537872800005,xor gate
WOS:000537872800005,performance analysis
WOS:000537872800005,amplifier
